Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,GAA,SO,GPS,MIN,QS,RBS,GSAA,G,A,PTS,PIM,Season,SV%,QS%,GA%
David Aebischer,22, COL,26,0,12,7,3,52,538,486,2.24,3,3.3,1393,0,0,0.04,0,1,1,0,2000-01,0.903,0.0,100
Jean-Sebastien Aubin,23, PIT,36,0,20,14,1,107,973,866,3.33,0,4.6,2050,0,0,-12.87,0,1,1,4,2000-01,0.89,0.0,114
Ed Belfour*,35, DAL,63,0,35,20,7,144,1508,1364,2.34,8,9.5,3687,0,0,1.88,0,1,1,4,2000-01,0.905,0.0,99
Zac Bierk,24, MIN,1,0,0,1,0,6,27,21,6.0,0,-0.2,60,0,0,0.0,0,0,0,2,2000-01,0.778,0.0,0
Craig Billington,34, WSH,12,0,3,5,2,27,317,290,2.45,0,2.3,660,0,0,0.0,0,1,1,0,2000-01,0.915,0.0,0
Martin Biron,23, BUF,18,0,7,7,1,39,427,388,2.55,2,2.9,918,0,0,2.31,0,0,0,0,2000-01,0.909,0.0,94
Brian Boucher,24, PHI,27,0,8,12,5,80,644,564,3.27,1,2.0,1470,0,0,-17.7,0,0,0,2,2000-01,0.8759999999999999,0.0,128
Fred Brathwaite,28, CGY,49,0,15,17,10,106,1181,1075,2.32,5,8.1,2742,0,0,8.25,0,1,1,2,2000-01,0.91,0.0,93
Martin Brodeur*,28, NJD,72,0,42,17,11,166,1762,1596,2.32,9,11.3,4297,0,0,4.45,0,1,1,14,2000-01,0.9059999999999999,0.0,97
Sean Burke,34, PHX,62,0,25,22,13,138,1767,1629,2.27,4,14.4,3644,0,0,32.84,0,1,1,16,2000-01,0.922,0.0,81
Roman Cechmanek,29, PHI,59,0,35,15,6,115,1464,1349,2.01,10,11.9,3431,0,0,26.62,0,1,1,4,2000-01,0.9209999999999999,0.0,81
Dan Cloutier,24, TOT,40,0,7,19,8,96,889,793,3.0,1,4.4,1919,0,0,-10.0,0,0,0,4,2000-01,0.892,0.0,112
Dan Cloutier,24, TBL,24,0,3,13,3,59,541,482,3.52,1,2.6,1005,0,0,-6.66,0,0,0,4,2000-01,0.8909999999999999,0.0,113
Dan Cloutier,24, VAN,16,0,4,6,5,37,348,311,2.43,0,1.8,914,0,0,-3.34,0,0,0,0,2000-01,0.894,0.0,110
Byron Dafoe,29, BOS,45,0,22,14,7,101,1076,975,2.39,2,6.9,2536,0,0,3.09,0,2,2,6,2000-01,0.9059999999999999,0.0,97
Marc Denis,23, CBJ,32,0,6,20,4,99,940,841,3.25,0,4.9,1830,0,0,-8.07,0,0,0,2,2000-01,0.895,0.0,109
Rick DiPietro,19, NYI,20,0,3,15,1,63,515,452,3.49,0,1.7,1083,0,0,-13.18,0,2,2,6,2000-01,0.878,0.0,126
Mike Dunham,28, NSH,48,0,21,21,4,107,1381,1274,2.33,4,11.4,2810,0,0,26.59,0,0,0,2,2000-01,0.9229999999999999,0.0,80
Robert Esche,23, PHX,25,0,10,8,4,68,657,589,3.02,2,3.5,1350,0,0,-4.44,0,3,3,2,2000-01,0.8959999999999999,0.0,107
Bob Essensa,36, VAN,39,0,18,12,3,92,854,762,2.68,1,4.2,2059,0,0,-9.39,0,0,0,4,2000-01,0.892,0.0,111
Scott Fankhouser,25, ATL,7,0,2,1,0,16,160,144,3.44,0,0.9,260,0,0,0.0,0,0,0,2,2000-01,0.9,0.0,0
Manny Fernandez,26, MIN,42,0,19,17,4,92,1147,1055,2.24,4,9.1,2461,0,0,18.96,0,0,0,6,2000-01,0.92,0.0,83
Eric Fichaud,25, MTL,2,0,0,2,0,4,32,28,3.89,0,0.1,62,0,0,0.0,0,0,0,0,2000-01,0.875,0.0,0
Stephane Fiset,30, LAK,7,0,3,0,1,19,129,110,3.58,0,0.1,318,0,0,0.0,0,0,0,2,2000-01,0.853,0.0,0
Wade Flaherty,33, TOT,22,0,6,12,0,64,525,461,3.38,1,1.8,1135,0,0,-13.21,0,0,0,2,2000-01,0.878,0.0,126
Wade Flaherty,33, NYI,20,0,6,10,0,56,470,414,3.3,1,1.7,1017,0,0,-10.53,0,0,0,2,2000-01,0.8809999999999999,0.0,123
Wade Flaherty,33, TBL,2,0,0,2,0,8,55,47,4.07,0,0.0,118,0,0,0.0,0,0,0,0,2000-01,0.855,0.0,0
Mike Fountain,29, OTT,1,0,0,1,0,3,25,22,3.07,0,0.1,59,0,0,0.0,0,0,0,0,2000-01,0.88,0.0,0
Joaquin Gage,27, EDM,5,0,2,2,0,15,125,110,3.46,0,0.5,260,0,0,0.0,0,0,0,0,2000-01,0.88,0.0,0
Mathieu Garon,23, MTL,11,0,4,5,1,24,233,209,2.44,2,1.3,589,0,0,0.0,0,0,0,0,2000-01,0.897,0.0,0
Jean-Sebastien Giguere,23, MDA,34,0,11,17,5,87,976,889,2.57,4,6.8,2031,0,0,7.42,0,2,2,8,2000-01,0.9109999999999999,0.0,92
John Grahame,25, BOS,10,0,3,4,0,28,211,183,3.57,0,0.5,471,0,0,0.0,0,0,0,2,2000-01,0.867,0.0,0
Derek Gustafson,21, MIN,4,0,1,3,0,10,97,87,2.51,0,0.5,239,0,0,0.0,0,0,0,0,2000-01,0.897,0.0,0
Jeff Hackett,32, MTL,19,0,4,10,2,54,477,423,3.25,0,2.1,998,0,0,-7.86,0,1,1,0,2000-01,0.887,0.0,117
Dominik Hasek*,36, BUF,67,0,37,24,4,137,1726,1589,2.11,11,13.9,3904,0,0,29.97,0,3,3,22,2000-01,0.9209999999999999,0.0,82
Glenn Healy,38, TOR,15,0,4,7,3,38,331,293,2.62,0,1.4,871,0,0,-5.98,0,0,0,0,2000-01,0.885,0.0,119
Guy Hebert,34, TOT,54,0,17,30,5,157,1521,1364,3.19,2,8.3,2950,0,0,-9.86,0,0,0,0,2000-01,0.897,0.0,107
Guy Hebert,34, MDA,41,0,12,23,4,115,1112,997,3.11,2,6.0,2215,0,0,-7.43,0,0,0,0,2000-01,0.897,0.0,107
Guy Hebert,34, NYR,13,0,5,7,1,42,409,367,3.43,0,2.2,735,0,0,-2.43,0,0,0,0,2000-01,0.897,0.0,106
Johan Hedberg,27, PIT,9,0,7,1,1,24,253,229,2.64,0,1.6,545,0,0,0.0,0,0,0,0,2000-01,0.905,0.0,0
Corey Hirsch,28, WSH,1,0,1,0,0,0,8,8,0.0,0,0.1,20,0,0,0.0,0,0,0,0,2000-01,1.0,0.0,0
Milan Hnilicka,27, ATL,36,0,12,19,2,105,951,846,3.41,2,4.4,1879,0,0,-13.0,0,0,0,4,2000-01,0.89,0.0,114
Johan Holmqvist,22, NYR,2,0,0,2,0,10,71,61,5.05,0,0.1,119,0,0,0.0,0,0,0,2,2000-01,0.8590000000000001,0.0,0
Jani Hurme,26, OTT,22,0,12,5,4,54,563,509,2.5,2,3.5,1296,0,0,0.46,0,0,0,0,2000-01,0.904,0.0,99
Arturs Irbe,33, CAR,77,0,37,29,9,180,1947,1767,2.45,6,12.9,4406,0,0,8.35,0,2,2,6,2000-01,0.9079999999999999,0.0,96
Brent Johnson,23, STL,31,0,19,9,2,63,676,613,2.17,4,4.4,1744,0,0,2.39,0,0,0,2,2000-01,0.907,0.0,96
Curtis Joseph,33, TOR,68,0,33,27,8,163,1907,1744,2.39,6,14.0,4100,0,0,21.48,0,1,1,8,2000-01,0.915,0.0,88
Nikolai Khabibulin,28, TBL,2,0,1,1,0,6,69,63,2.92,0,0.5,123,0,0,0.0,0,0,0,0,2000-01,0.9129999999999999,0.0,0
Trevor Kidd,28, FLA,42,0,10,23,6,130,1217,1087,3.31,1,6.1,2354,0,0,-12.27,0,1,1,6,2000-01,0.893,0.0,110
Miikka Kiprusoff,24, SJS,5,0,2,1,0,5,51,46,1.94,0,0.3,154,0,0,0.0,0,0,0,0,2000-01,0.902,0.0,0
Dieter Kochan,26, TBL,10,0,0,3,0,18,138,120,3.44,0,0.3,314,0,0,0.0,0,0,0,0,2000-01,0.87,0.0,0
Olaf Kolzig,30, WSH,72,0,37,26,8,177,1941,1764,2.48,5,13.1,4279,0,0,10.77,0,2,2,14,2000-01,0.909,0.0,94
Evgeny Konstantinov,19, TBL,1,0,0,0,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0,2000-01,0.0,0.0,0
Jason LaBarbera,21, NYR,1,0,0,0,0,0,2,2,0.0,0,0.0,10,0,0,0.0,0,0,0,0,2000-01,1.0,0.0,0
Patrick Lalime,26, OTT,60,0,36,19,5,141,1640,1499,2.35,7,12.0,3607,0,0,17.65,0,1,1,2,2000-01,0.914,0.0,89
Michel Larocque,24, CHI,3,0,0,2,0,9,59,50,3.55,0,0.0,152,0,0,0.0,0,0,0,0,2000-01,0.847,0.0,0
Manny Legace,27, DET,39,0,24,5,5,73,909,836,2.05,2,7.2,2136,0,0,14.93,0,2,2,4,2000-01,0.92,0.0,83
Roberto Luongo,21, FLA,47,0,12,24,7,107,1333,1226,2.44,5,10.6,2628,0,0,21.95,0,0,0,2,2000-01,0.92,0.0,83
Norm Maracle,26, ATL,13,0,2,8,3,43,406,363,3.43,0,2.1,753,0,0,-3.72,0,0,0,0,2000-01,0.894,0.0,109
Chris Mason,24, NSH,1,0,0,1,0,2,20,18,2.05,0,0.1,59,0,0,0.0,0,0,0,0,2000-01,0.9,0.0,0
Kirk McLean,34, NYR,23,0,8,10,1,71,639,568,3.49,0,2.9,1220,0,0,-9.18,0,0,0,0,2000-01,0.889,0.0,115
Jamie McLennan,29, MIN,38,0,5,23,9,98,1032,934,2.64,2,6.5,2230,0,0,1.83,0,1,1,4,2000-01,0.905,0.0,98
Tyler Moss,25, CAR,12,0,1,6,0,37,251,214,3.99,0,0.2,557,0,0,0.0,0,0,0,0,2000-01,0.853,0.0,0
Evgeni Nabokov,25, SJS,66,0,32,21,7,135,1582,1447,2.19,6,11.7,3700,0,0,18.04,0,2,2,8,2000-01,0.915,0.0,88
Gregg Naumenko,23, MDA,2,0,0,1,0,7,29,22,5.99,0,-0.3,70,0,0,0.0,0,0,0,2,2000-01,0.759,0.0,0
Mika Noronen,21, BUF,2,0,2,0,0,5,39,34,2.77,0,0.1,108,0,0,0.0,0,0,0,0,2000-01,0.872,0.0,0
Chris Osgood,28, DET,52,0,25,19,4,127,1310,1183,2.69,1,8.0,2834,0,0,-0.27,0,0,0,8,2000-01,0.903,0.0,100
Maxime Ouellet,19, PHI,2,0,0,1,0,3,27,24,2.38,0,0.1,76,0,0,0.0,0,0,0,0,2000-01,0.889,0.0,0
Rich Parent,28, PIT,7,0,1,1,3,17,150,133,3.08,0,0.6,332,0,0,0.0,0,0,0,0,2000-01,0.887,0.0,0
Steve Passmore,28, TOT,20,0,3,12,2,51,457,406,2.89,1,2.1,1058,0,0,-6.79,0,0,0,4,2000-01,0.888,0.0,115
Steve Passmore,28, LAK,14,0,3,8,1,37,310,273,3.09,1,1.1,718,0,0,0.0,0,0,0,0,2000-01,0.8809999999999999,0.0,0
Steve Passmore,28, CHI,6,0,0,4,1,14,147,133,2.47,0,0.9,340,0,0,0.0,0,0,0,4,2000-01,0.905,0.0,0
Felix Potvin,29, TOT,58,0,27,22,8,149,1485,1336,2.62,6,8.5,3416,0,0,-5.34,0,5,5,4,2000-01,0.9,0.0,104
Felix Potvin,29, VAN,35,0,14,17,3,103,914,811,3.08,1,4.0,2006,0,0,-14.58,0,2,2,2,2000-01,0.887,0.0,116
Felix Potvin,29, LAK,23,0,13,5,5,46,571,525,1.96,5,4.5,1410,0,0,9.24,0,3,3,2,2000-01,0.919,0.0,83
Andrew Raycroft,20, BOS,15,0,4,6,0,32,291,259,2.96,0,1.4,649,0,0,0.0,0,0,0,0,2000-01,0.89,0.0,0
Damian Rhodes,31, ATL,38,0,7,19,7,116,1129,1013,3.4,0,6.2,2072,0,0,-6.78,0,0,0,16,2000-01,0.897,0.0,106
Mike Richter,34, NYR,45,0,20,21,3,144,1343,1199,3.28,0,6.7,2635,0,0,-14.08,0,0,0,0,2000-01,0.893,0.0,111
Dominic Roussel,30, TOT,21,0,3,9,2,52,446,394,3.12,0,1.8,1001,0,0,-8.86,0,0,0,2,2000-01,0.883,0.0,121
Dominic Roussel,30, MDA,13,0,2,5,2,31,295,264,2.85,0,1.5,653,0,0,0.0,0,0,0,0,2000-01,0.895,0.0,0
Dominic Roussel,30, EDM,8,0,1,4,0,21,151,130,3.62,0,0.2,348,0,0,0.0,0,0,0,2,2000-01,0.861,0.0,0
Patrick Roy*,35, COL,62,0,40,13,7,132,1513,1381,2.22,4,10.8,3585,0,0,14.36,0,5,5,10,2000-01,0.9129999999999999,0.0,90
Tommy Salo,29, EDM,73,0,36,25,12,179,1856,1677,2.46,8,11.5,4364,0,0,0.55,0,1,1,4,2000-01,0.904,0.0,100
Travis Scott,25, LAK,1,0,0,0,0,3,10,7,7.28,0,-0.2,25,0,0,0.0,0,0,0,0,2000-01,0.7,0.0,0
Steve Shields,28, SJS,21,0,6,8,5,47,531,484,2.48,2,3.7,1135,0,0,4.37,0,0,0,2,2000-01,0.9109999999999999,0.0,91
Peter Skudra,27, TOT,26,0,6,12,1,62,511,449,3.33,0,1.8,1117,0,0,-12.57,0,0,0,0,2000-01,0.879,0.0,125
Peter Skudra,27, BOS,25,0,6,12,1,62,511,449,3.33,0,1.8,1116,0,0,-12.57,0,0,0,0,2000-01,0.879,0.0,125
Peter Skudra,27, BUF,1,0,0,0,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0,2000-01,0.0,0.0,0
Garth Snow,31, PIT,35,0,14,15,4,101,1014,913,2.98,3,5.9,2032,0,0,-2.91,0,0,0,8,2000-01,0.9,0.0,103
Jamie Storr,25, LAK,45,0,19,18,6,114,1131,1017,2.74,4,6.4,2498,0,0,-4.59,0,0,0,4,2000-01,0.899,0.0,104
Robbie Tallas,27, CHI,12,0,2,7,0,35,265,230,3.35,0,0.6,627,0,0,0.0,0,0,0,0,2000-01,0.868,0.0,0
Chris Terreri,36, TOT,18,0,4,9,2,39,372,333,2.67,0,2.0,896,0,0,-3.01,0,0,0,2,2000-01,0.895,0.0,108
Chris Terreri,36, NJD,10,0,2,5,1,21,167,146,2.78,0,0.5,453,0,0,0.0,0,0,0,0,2000-01,0.8740000000000001,0.0,0
Chris Terreri,36, NYI,8,0,2,4,1,18,205,187,2.56,0,1.5,443,0,0,0.0,0,0,0,2,2000-01,0.912,0.0,0
Jose Theodore,24, MTL,59,0,20,29,5,141,1546,1405,2.57,2,10.4,3298,0,0,8.56,1,0,1,6,2000-01,0.909,0.0,94
Jocelyn Thibault,26, CHI,66,0,27,32,7,180,1711,1531,2.81,6,8.9,3844,0,0,-14.48,0,3,3,2,2000-01,0.895,0.0,109
Ron Tugnutt,33, CBJ,53,0,22,25,5,127,1528,1401,2.44,4,11.6,3129,0,0,20.82,0,1,1,2,2000-01,0.917,0.0,86
Marty Turco,25, DAL,26,0,13,6,1,40,532,492,1.9,3,4.5,1266,0,0,11.46,0,0,0,12,2000-01,0.925,0.0,78
Roman Turek,30, STL,54,0,24,18,10,123,1248,1125,2.27,6,7.4,3232,0,0,-2.27,0,1,1,6,2000-01,0.9009999999999999,0.0,102
John Vanbiesbrouck,37, TOT,48,0,14,25,5,126,1270,1144,2.9,2,7.5,2630,0,0,-3.14,0,0,0,8,2000-01,0.9009999999999999,0.0,103
John Vanbiesbrouck,37, NYI,44,0,10,25,5,120,1177,1057,3.04,1,6.6,2390,0,0,-6.14,0,0,0,8,2000-01,0.898,0.0,105
John Vanbiesbrouck,37, NJD,4,0,4,0,0,6,93,87,1.5,1,0.9,240,0,0,0.0,0,0,0,0,2000-01,0.935,0.0,0
Mike Vernon,37, CGY,41,0,12,23,5,121,1034,913,3.23,3,4.1,2246,0,0,-20.97,0,1,1,16,2000-01,0.883,0.0,121
Tomas Vokoun,24, NSH,37,0,13,17,5,85,940,855,2.51,2,6.4,2088,0,0,5.93,0,0,0,2,2000-01,0.91,0.0,93
Kevin Weekes,25, TBL,61,0,20,33,3,177,1742,1565,3.15,4,9.8,3378,0,0,-8.48,0,1,1,4,2000-01,0.898,0.0,105
Kay Whitmore,33, BOS,5,0,1,2,0,18,94,76,5.33,0,-0.4,203,0,0,0.0,0,0,0,0,2000-01,0.809,0.0,0
Vitali Yeremeyev,25, NYR,4,0,0,4,0,16,104,88,4.52,0,0.0,212,0,0,0.0,0,0,0,0,2000-01,0.846,0.0,0
Jean-Sebastien Aubin,22, PIT,51,0,23,21,3,120,1392,1272,2.58,2,9.9,2789,0,0,13.09,0,1,1,2,1999-00,0.914,0.0,90
Tom Barrasso,34, TOT,25,0,8,11,2,68,568,500,3.17,1,2.0,1288,0,0,-13.69,0,0,0,6,1999-00,0.88,0.0,125
Tom Barrasso,34, PIT,18,0,5,7,2,46,386,340,3.17,1,1.4,870,0,0,-9.1,0,0,0,6,1999-00,0.8809999999999999,0.0,125
Tom Barrasso,34, OTT,7,0,3,4,0,22,182,160,3.16,0,0.6,418,0,0,0.0,0,0,0,0,1999-00,0.879,0.0,0
Ed Belfour*,34, DAL,62,0,32,21,7,127,1571,1444,2.1,4,12.1,3620,0,0,23.2,0,3,3,10,1999-00,0.919,0.0,85
Zac Bierk,23, TBL,12,0,4,4,1,31,308,277,3.66,0,1.7,509,0,0,0.0,0,1,1,0,1999-00,0.899,0.0,0
Craig Billington,33, WSH,13,0,3,6,1,28,310,282,2.75,2,2.1,611,0,0,0.0,0,0,0,0,1999-00,0.91,0.0,0
Martin Biron,22, BUF,41,0,19,18,2,90,988,898,2.42,5,6.5,2229,0,0,4.46,0,0,0,6,1999-00,0.909,0.0,95
Brian Boucher,23, PHI,35,0,20,10,3,65,790,725,1.91,4,6.0,2038,0,0,10.53,0,1,1,4,1999-00,0.9179999999999999,0.0,86
Fred Brathwaite,27, CGY,61,0,25,25,7,158,1664,1506,2.75,5,10.3,3448,0,0,1.09,0,0,0,4,1999-00,0.905,0.0,99
Martin Brodeur*,27, NJD,72,0,43,20,8,161,1797,1636,2.24,6,12.1,4312,0,0,10.81,1,4,5,16,1999-00,0.91,0.0,94
Sean Burke,33, TOT,42,0,19,19,3,106,1230,1124,2.55,3,8.8,2492,0,0,11.6,0,0,0,12,1999-00,0.914,0.0,90
Sean Burke,33, PHX,35,0,17,14,3,88,1022,934,2.55,3,7.3,2074,0,0,9.71,0,0,0,10,1999-00,0.914,0.0,90
Sean Burke,33, FLA,7,0,2,5,0,18,208,190,2.58,0,1.5,418,0,0,0.0,0,0,0,2,1999-00,0.9129999999999999,0.0,0
Dan Cloutier,23, TBL,52,0,9,30,3,145,1258,1113,3.44,0,5.0,2492,0,0,-24.72,0,0,0,29,1999-00,0.885,0.0,121
Marcel Cousineau,26, LAK,5,0,1,1,0,6,64,58,2.11,0,0.4,171,0,0,0.0,0,0,0,0,1999-00,0.9059999999999999,0.0,0
Byron Dafoe,28, BOS,41,0,13,16,10,114,1030,916,2.97,3,4.6,2307,0,0,-15.52,0,0,0,0,1999-00,0.889,0.0,116
Marc Denis,22, COL,23,0,9,8,3,51,618,567,2.54,3,4.6,1203,0,0,8.09,0,2,2,6,1999-00,0.917,0.0,86
Mike Dunham,27, NSH,52,0,19,27,6,146,1584,1438,2.85,0,10.2,3077,0,0,5.44,0,0,0,6,1999-00,0.9079999999999999,0.0,96
Robert Esche,22, PHX,8,0,2,5,0,23,215,192,3.38,0,1.0,408,0,0,0.0,0,0,0,4,1999-00,0.893,0.0,0
Bob Essensa,35, PHX,30,0,13,10,3,73,719,646,2.78,1,3.9,1573,0,0,-4.26,0,0,0,0,1999-00,0.898,0.0,106
Scott Fankhouser,24, ATL,16,0,2,11,2,49,451,402,3.2,0,2.1,920,0,0,-5.88,0,0,0,4,1999-00,0.8909999999999999,0.0,114
Manny Fernandez,25, DAL,24,0,11,8,3,48,603,555,2.13,1,4.7,1353,0,0,9.65,0,2,2,2,1999-00,0.92,0.0,83
Eric Fichaud,24, CAR,9,0,3,5,1,24,206,182,2.94,1,0.8,490,0,0,0.0,0,0,0,2,1999-00,0.883,0.0,0
Stephane Fiset,29, LAK,47,0,20,15,7,119,1208,1089,2.73,1,7.0,2592,0,0,-3.51,0,2,2,4,1999-00,0.9009999999999999,0.0,103
Mark Fitzpatrick,31, CAR,3,0,0,2,0,8,68,60,4.48,0,0.3,107,0,0,0.0,0,0,0,0,1999-00,0.882,0.0,0
Wade Flaherty,32, NYI,4,0,0,1,1,7,81,74,2.31,0,0.6,182,0,0,0.0,0,0,0,0,1999-00,0.914,0.0,0
Mike Fountain,28, OTT,1,0,0,0,0,1,6,5,3.87,0,0.0,16,0,0,0.0,0,0,0,0,1999-00,0.833,0.0,0
Grant Fuhr*,37, CGY,23,0,5,13,2,77,536,459,3.83,0,0.5,1205,0,0,-25.75,0,0,0,2,1999-00,0.856,0.0,150
Jean-Sebastien Giguere,22, CGY,7,0,1,3,1,15,175,160,2.72,0,1.3,330,0,0,0.0,0,0,0,2,1999-00,0.914,0.0,0
John Grahame,24, BOS,24,0,7,10,5,55,609,554,2.46,2,4.1,1344,0,0,3.23,0,1,1,8,1999-00,0.91,0.0,94
Jeff Hackett,31, MTL,56,0,23,25,7,132,1543,1411,2.4,3,11.1,3301,0,0,15.52,0,0,0,4,1999-00,0.914,0.0,89
Dominik Hasek*,35, BUF,35,0,15,11,6,76,937,861,2.21,3,7.2,2066,0,0,13.58,0,1,1,12,1999-00,0.919,0.0,85
Glenn Healy,37, TOR,20,0,9,10,0,59,527,468,3.04,2,2.3,1164,0,0,-8.61,0,1,1,2,1999-00,0.888,0.0,117
Guy Hebert,33, MDA,68,0,28,31,9,166,1805,1639,2.51,4,11.7,3976,0,0,6.57,0,2,2,2,1999-00,0.9079999999999999,0.0,96
Milan Hnilicka,26, NYR,2,0,0,1,0,5,44,39,3.48,0,0.2,86,0,0,0.0,0,0,0,0,1999-00,0.8859999999999999,0.0,0
Kevin Hodson,27, TBL,24,0,2,7,4,47,327,280,3.67,0,0.3,769,0,0,0.0,0,0,0,2,1999-00,0.856,0.0,0
Jani Hurme,25, OTT,1,0,1,0,0,2,19,17,2.0,0,0.1,60,0,0,0.0,0,0,0,0,1999-00,0.895,0.0,0
Arturs Irbe,32, CAR,75,0,34,28,9,175,1858,1683,2.42,5,11.6,4345,0,0,2.64,0,1,1,14,1999-00,0.9059999999999999,0.0,99
Curtis Joseph,32, TOR,63,0,36,20,7,158,1854,1696,2.49,4,13.4,3801,0,0,19.26,0,1,1,14,1999-00,0.915,0.0,89
Trevor Kidd,27, FLA,28,0,14,11,2,69,809,740,2.63,1,5.8,1574,0,0,8.35,0,0,0,0,1999-00,0.915,0.0,89
Dieter Kochan,25, TBL,5,0,1,4,0,17,111,94,4.28,0,0.0,238,0,0,0.0,0,0,0,0,1999-00,0.847,0.0,0
Olaf Kolzig,29, WSH,73,0,41,20,11,163,1957,1794,2.24,5,14.6,4371,0,0,24.11,0,2,2,6,1999-00,0.917,0.0,87
Jean-Francois Labbe,27, NYR,1,0,0,1,0,3,22,19,3.0,0,0.0,60,0,0,0.0,0,0,0,0,1999-00,0.8640000000000001,0.0,0
Patrick Lalime,25, OTT,38,0,19,14,3,79,834,755,2.33,3,5.2,2038,0,0,0.74,0,0,0,4,1999-00,0.905,0.0,99
Marc Lamothe,25, CHI,2,0,1,1,0,10,50,40,5.16,0,-0.3,116,0,0,0.0,0,0,0,0,1999-00,0.8,0.0,0
Scott Langkow,24, ATL,15,0,3,11,0,55,395,340,4.31,0,0.5,765,0,0,-17.23,0,0,0,0,1999-00,0.861,0.0,146
Manny Legace,26, DET,4,0,4,0,0,11,117,106,2.75,0,0.7,240,0,0,0.0,0,0,0,0,1999-00,0.9059999999999999,0.0,0
Roberto Luongo,20, NYI,24,0,7,14,1,70,730,660,3.25,1,4.4,1292,0,0,-0.21,0,0,0,0,1999-00,0.904,0.0,100
Norm Maracle,25, ATL,32,0,4,19,2,94,852,758,3.49,1,3.8,1618,0,0,-12.54,0,0,0,0,1999-00,0.89,0.0,115
Kirk McLean,33, NYR,22,0,7,8,4,58,558,500,2.94,0,2.9,1206,0,0,-4.65,0,1,1,2,1999-00,0.8959999999999999,0.0,109
Jamie McLennan,28, STL,19,0,9,5,2,33,341,308,1.96,2,2.0,1009,0,0,-0.4,0,0,0,2,1999-00,0.903,0.0,101
Alfie Michaud,23, VAN,2,0,0,1,0,5,27,22,4.32,0,-0.1,69,0,0,0.0,0,0,0,0,1999-00,0.815,0.0,0
Mike Minard,23, EDM,1,0,1,0,0,3,36,33,3.0,0,0.3,60,0,0,0.0,0,0,0,0,1999-00,0.917,0.0,0
Evgeni Nabokov,24, SJS,11,0,2,2,1,15,166,151,2.17,1,1.1,414,0,0,0.0,0,0,0,0,1999-00,0.91,0.0,0
Chris Osgood,27, DET,53,0,30,14,8,126,1349,1223,2.4,6,8.5,3148,0,0,2.98,0,1,1,18,1999-00,0.907,0.0,98
Rich Parent,27, TBL,14,0,2,7,1,43,353,310,3.7,0,1.1,698,0,0,-9.25,0,0,0,2,1999-00,0.878,0.0,127
Steve Passmore,27, CHI,24,0,7,12,3,63,654,591,2.72,1,3.9,1388,0,0,-0.47,0,0,0,9,1999-00,0.904,0.0,101
Felix Potvin,28, TOT,56,0,17,27,10,153,1538,1385,2.78,1,8.7,3239,0,0,-5.95,0,2,2,4,1999-00,0.9009999999999999,0.0,104
Felix Potvin,28, VAN,34,0,12,13,7,85,906,821,2.51,0,5.7,1966,0,0,1.62,0,2,2,2,1999-00,0.9059999999999999,0.0,98
Felix Potvin,28, NYI,22,0,5,14,3,68,632,564,3.21,1,3.0,1273,0,0,-7.58,0,0,0,2,1999-00,0.892,0.0,113
Daren Puppa,34, TBL,5,0,1,2,0,19,129,110,4.58,0,0.1,249,0,0,0.0,0,0,0,2,1999-00,0.853,0.0,0
Bill Ranford,33, EDM,16,0,4,6,3,47,407,360,3.59,0,1.6,785,0,0,-8.09,0,0,0,2,1999-00,0.885,0.0,121
Damian Rhodes,30, ATL,28,0,5,19,3,101,803,702,3.88,1,2.2,1561,0,0,-24.23,0,0,0,2,1999-00,0.8740000000000001,0.0,132
Mike Richter,33, NYR,61,0,22,31,8,173,1815,1642,2.87,0,11.1,3622,0,0,0.53,0,0,0,4,1999-00,0.905,0.0,100
Dwayne Roloson,30, BUF,14,0,1,7,3,32,277,245,2.84,0,1.1,677,0,0,0.0,0,0,0,0,1999-00,0.884,0.0,0
Dominic Roussel,29, MDA,20,0,6,5,3,52,445,393,3.16,1,1.7,988,0,0,-9.45,0,0,0,6,1999-00,0.883,0.0,122
Patrick Roy*,34, COL,63,0,32,21,8,141,1640,1499,2.28,2,11.7,3704,0,0,15.8,0,3,3,10,1999-00,0.914,0.0,90
Tommy Salo,28, EDM,70,0,27,28,13,162,1875,1713,2.33,2,13.3,4164,0,0,17.27,0,1,1,8,1999-00,0.914,0.0,90
Corey Schwab,29, VAN,6,0,2,1,1,16,115,99,3.57,0,0.2,269,0,0,0.0,0,0,0,2,1999-00,0.861,0.0,0
Steve Shields,27, SJS,67,0,27,30,8,162,1826,1664,2.56,4,12.5,3797,0,0,12.58,0,1,1,29,1999-00,0.9109999999999999,0.0,93
Mikhail Shtalenkov,34, TOT,30,0,15,10,4,70,739,669,2.35,2,4.6,1786,0,0,0.65,0,3,3,4,1999-00,0.905,0.0,99
Mikhail Shtalenkov,34, PHX,15,0,7,6,2,36,370,334,2.39,2,2.2,904,0,0,-0.62,0,3,3,2,1999-00,0.903,0.0,102
Mikhail Shtalenkov,34, FLA,15,0,8,4,2,34,369,335,2.31,0,2.4,882,0,0,1.28,0,0,0,2,1999-00,0.9079999999999999,0.0,96
Richard Shulmistra,28, FLA,1,0,1,0,0,1,21,20,1.0,0,0.2,60,0,0,0.0,0,0,0,0,1999-00,0.9520000000000001,0.0,0
