Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,GAA,SO,GPS,MIN,QS,RBS,GSAA,G,A,PTS,PIM,Season,SV%,QS%,GA%
Johnny Bower*,43, TOR,43,0,13,17,8,84,1275,1191,2.26,4,8.0,2230,0,0,31.35,0,1,1,14,1967-68,0.934,0.0,73
Don Caley,22, STL,1,0,0,0,0,3,22,19,6.0,0,-0.1,30,0,0,0.0,0,0,0,0,1967-68,0.8640000000000001,0.0,0
Jacques Caron,27, LAK,1,0,0,1,0,4,37,33,4.0,0,0.0,60,0,0,0.0,0,0,0,0,1967-68,0.892,0.0,0
Gerry Cheevers*,27, BOS,47,0,21,19,6,125,1337,1212,2.84,3,6.9,2644,0,0,-4.05,0,2,2,8,1967-68,0.907,0.0,103
Roger Crozier,25, DET,34,0,10,16,4,95,866,771,3.3,1,3.1,1728,0,0,-16.66,0,0,0,2,1967-68,0.89,0.0,121
Denis DeJordy,29, CBH,50,0,21,14,14,128,1440,1312,2.71,4,8.0,2837,0,0,2.27,0,0,0,0,1967-68,0.9109999999999999,0.0,98
Dave Dryden,26, CBH,27,0,9,9,2,69,688,619,3.27,1,2.3,1266,0,0,-6.76,0,0,0,0,1967-68,0.9,0.0,111
Roy Edwards,30, DET,41,0,14,17,5,127,1091,964,3.5,0,3.2,2175,0,0,-28.3,0,0,0,0,1967-68,0.884,0.0,129
Doug Favell,22, PHI,37,0,16,15,6,83,1204,1121,2.27,4,7.8,2191,0,0,25.92,0,0,0,37,1967-68,0.9309999999999999,0.0,76
Bruce Gamble,29, TOR,41,0,20,14,2,85,1294,1209,2.32,5,7.6,2194,0,0,32.06,0,0,0,2,1967-68,0.934,0.0,73
George Gardner,25, DET,12,0,3,2,3,32,285,253,3.6,0,0.7,534,0,0,0.0,0,0,0,0,1967-68,0.888,0.0,0
Ed Giacomin*,28, NYR,66,0,36,20,10,160,1877,1717,2.44,8,12.9,3933,0,0,9.81,0,0,0,4,1967-68,0.915,0.0,94
Andre Gill,26, BOS,5,0,3,1,0,13,134,121,2.89,1,0.7,270,0,0,0.0,0,0,0,0,1967-68,0.903,0.0,0
Glenn Hall*,36, STL,49,0,18,21,9,118,1340,1222,2.48,5,9.1,2852,0,0,3.23,0,0,0,0,1967-68,0.912,0.0,97
Charlie Hodge,34, OAK,58,0,13,31,13,158,1668,1510,2.87,3,8.4,3308,0,0,-7.1,0,0,0,4,1967-68,0.905,0.0,105
Eddie Johnston,32, BOS,28,0,13,7,4,73,706,633,2.88,0,3.8,1520,0,0,-9.13,0,0,0,0,1967-68,0.897,0.0,114
Cesare Maniago,29, MNS,52,0,22,16,9,133,1504,1371,2.77,6,7.8,2877,0,0,3.06,0,0,0,12,1967-68,0.912,0.0,98
Seth Martin,34, STL,30,0,9,10,7,67,780,713,2.6,1,4.7,1549,0,0,3.56,0,1,1,0,1967-68,0.914,0.0,95
Jack Norris,25, CBH,7,0,2,3,0,22,168,146,3.95,1,0.2,334,0,0,0.0,0,0,0,0,1967-68,0.8690000000000001,0.0,0
Bernie Parent*,22, PHI,38,0,15,17,5,93,1249,1156,2.49,4,7.2,2244,0,0,19.99,0,1,1,23,1967-68,0.9259999999999999,0.0,82
Wayne Rutledge,26, LAK,45,0,21,15,5,117,1134,1017,2.88,2,6.2,2441,0,0,-14.41,0,0,0,4,1967-68,0.897,0.0,114
Terry Sawchuk*,38, LAK,36,0,10,17,5,99,912,813,3.07,2,4.2,1934,0,0,-16.49,0,0,0,0,1967-68,0.8909999999999999,0.0,120
Don Simmons,36, NYR,5,0,2,1,2,13,127,114,2.61,0,0.9,299,0,0,0.0,0,0,0,0,1967-68,0.898,0.0,0
Gary Smith,23, OAK,21,0,2,11,4,60,642,582,3.19,1,2.3,1130,0,0,-1.92,0,1,1,4,1967-68,0.907,0.0,103
Rogie Vachon*,22, MTL,39,0,21,15,2,92,1059,967,2.48,4,7.1,2226,0,0,3.8,0,0,0,2,1967-68,0.9129999999999999,0.0,96
Gilles Villemure,27, NYR,4,0,1,2,0,8,121,113,2.4,1,0.7,200,0,0,0.0,0,0,0,0,1967-68,0.934,0.0,0
Carl Wetzel,29, MNS,5,0,1,3,1,18,137,119,4.02,0,0.2,269,0,0,0.0,0,0,0,0,1967-68,0.8690000000000001,0.0,0
Gump Worsley*,38, MTL,40,0,21,7,8,73,937,864,1.98,6,9.0,2211,0,0,11.77,0,0,0,10,1967-68,0.922,0.0,86
Hank Bassen,34, DET,8,0,2,4,0,22,215,193,3.44,0,0.8,384,0,0,0.0,0,0,0,0,1966-67,0.898,0.0,0
Garry Bauman,26, MTL,2,0,1,1,0,5,57,52,2.5,0,0.4,120,0,0,0.0,0,0,0,0,1966-67,0.912,0.0,0
Johnny Bower*,42, TOR,27,0,11,8,3,63,839,776,2.65,2,4.6,1427,0,0,15.11,0,0,0,0,1966-67,0.925,0.0,81
Gerry Cheevers*,26, BOS,22,0,5,10,6,72,703,631,3.33,1,2.8,1297,0,0,-6.55,0,0,0,12,1966-67,0.898,0.0,110
Roger Crozier,24, DET,58,0,22,28,4,182,1734,1552,3.36,4,6.9,3253,0,0,-20.57,0,0,0,2,1966-67,0.895,0.0,113
Denis DeJordy,28, CBH,44,0,22,12,7,104,1348,1244,2.46,4,9.0,2535,0,0,21.49,0,0,0,0,1966-67,0.9229999999999999,0.0,83
Bruce Gamble,28, TOR,23,0,5,10,5,67,671,604,3.4,0,2.4,1181,0,0,-4.53,0,0,0,0,1966-67,0.9,0.0,107
George Gardner,24, DET,11,0,3,7,0,36,314,278,3.86,0,0.7,560,0,0,-6.77,0,0,0,0,1966-67,0.885,0.0,123
Ed Giacomin*,27, NYR,68,0,30,27,11,173,2089,1916,2.61,9,13.2,3976,0,0,21.48,0,0,0,8,1966-67,0.917,0.0,89
Glenn Hall*,35, CBH,32,0,19,5,5,66,843,777,2.38,2,6.1,1665,0,0,12.48,0,0,0,10,1966-67,0.922,0.0,84
Charlie Hodge,33, MTL,37,0,14,15,7,88,965,877,2.57,3,7.0,2055,0,0,1.84,0,0,0,2,1966-67,0.909,0.0,98
Eddie Johnston,31, BOS,34,0,8,21,2,116,970,854,3.71,0,2.9,1876,0,0,-25.7,0,1,1,0,1966-67,0.88,0.0,128
Cesare Maniago,28, NYR,6,0,0,1,1,14,103,89,3.84,0,0.3,219,0,0,0.0,0,0,0,0,1966-67,0.8640000000000001,0.0,0
Bernie Parent*,21, BOS,18,0,4,12,2,62,571,509,3.65,0,1.7,1020,0,0,-8.84,0,0,0,2,1966-67,0.8909999999999999,0.0,117
Terry Sawchuk*,37, TOR,28,0,16,6,3,66,794,728,2.81,2,4.2,1409,0,0,7.92,0,0,0,2,1966-67,0.917,0.0,89
Al Smith,21, TOR,1,0,0,1,0,5,35,30,5.0,0,0.0,60,0,0,0.0,0,0,0,0,1966-67,0.857,0.0,0
Gary Smith,22, TOR,2,0,0,2,0,7,65,58,3.66,0,0.2,115,0,0,0.0,0,0,0,0,1966-67,0.892,0.0,0
Rogie Vachon*,21, MTL,19,0,11,3,5,47,556,509,2.48,1,4.0,1137,0,0,4.76,0,1,1,0,1966-67,0.915,0.0,91
Gump Worsley*,37, MTL,18,0,6,6,1,47,469,422,3.18,1,2.1,887,0,0,-3.34,0,0,0,4,1966-67,0.9,0.0,108
Hank Bassen,33, DET,11,0,3,2,0,17,177,160,2.52,0,1.4,404,0,0,0.0,0,0,0,0,1965-66,0.904,0.0,0
Johnny Bower*,41, TOR,35,0,18,10,5,75,1072,997,2.26,3,7.9,1995,0,0,27.66,0,1,1,0,1965-66,0.93,0.0,73
Gerry Cheevers*,25, BOS,7,0,0,4,1,34,195,161,6.0,0,-0.7,340,0,0,0.0,0,0,0,0,1965-66,0.826,0.0,0
Roger Crozier,23, DET,64,0,27,25,12,173,1809,1636,2.78,6,11.7,3731,0,0,0.24,0,0,0,4,1965-66,0.904,0.0,100
Dave Dryden,24, CBH,11,0,3,3,0,23,228,205,3.04,0,1.2,454,0,0,0.0,0,1,1,0,1965-66,0.899,0.0,0
Bruce Gamble,27, TOR,10,0,5,2,3,21,279,258,2.51,4,1.8,502,0,0,0.0,0,0,0,0,1965-66,0.925,0.0,0
George Gardner,23, DET,1,0,1,0,0,1,24,23,1.0,0,0.4,60,0,0,0.0,0,0,0,0,1965-66,0.958,0.0,0
Ed Giacomin*,26, NYR,36,0,8,20,6,125,1093,968,3.69,0,3.5,2033,0,0,-20.33,0,0,0,10,1965-66,0.8859999999999999,0.0,119
Glenn Hall*,34, CBH,64,0,34,22,8,164,1961,1797,2.63,4,12.6,3745,0,0,23.79,0,2,2,14,1965-66,0.9159999999999999,0.0,87
Charlie Hodge,32, MTL,26,0,13,8,2,56,587,531,2.58,1,4.5,1301,0,0,0.21,0,0,0,0,1965-66,0.905,0.0,100
Eddie Johnston,30, BOS,33,0,9,19,2,108,1027,919,3.72,1,2.9,1743,0,0,-9.65,0,0,0,2,1965-66,0.895,0.0,110
Cesare Maniago,27, NYR,28,0,9,14,4,94,890,796,3.5,2,3.2,1611,0,0,-8.77,0,2,2,2,1965-66,0.894,0.0,110
Bernie Parent*,20, BOS,39,0,12,20,3,128,1260,1132,3.69,1,3.5,2081,0,0,-7.34,0,0,0,4,1965-66,0.898,0.0,106
Bob Ring,19, BOS,1,0,0,0,0,4,21,17,7.24,0,-0.1,33,0,0,0.0,0,0,0,0,1965-66,0.81,0.0,0
Terry Sawchuk*,36, TOR,27,0,10,11,3,80,829,749,3.16,1,3.8,1519,0,0,-0.61,0,1,1,12,1965-66,0.903,0.0,101
Don Simmons,34, NYR,12,0,1,7,1,40,300,260,4.36,0,0.4,551,0,0,-11.27,0,0,0,0,1965-66,0.867,0.0,139
Al Smith,20, TOR,2,0,1,0,0,2,31,29,1.92,0,0.3,62,0,0,0.0,0,0,0,0,1965-66,0.935,0.0,0
Gary Smith,21, TOR,3,0,0,2,0,7,69,62,3.57,0,0.2,118,0,0,0.0,0,0,0,0,1965-66,0.899,0.0,0
Gump Worsley*,36, MTL,51,0,28,13,6,114,1368,1254,2.36,2,11.0,2898,0,0,17.01,0,1,1,4,1965-66,0.917,0.0,87
Johnny Bower*,40, TOR,34,0,14,13,7,81,1067,986,2.38,3,7.2,2039,0,0,16.61,0,0,0,6,1964-65,0.924,0.0,83
Roger Crozier,22, DET,70,0,40,22,7,168,1931,1763,2.42,6,14.4,4165,0,0,8.65,0,0,0,10,1964-65,0.9129999999999999,0.0,95
Denis DeJordy,26, CBH,30,0,15,12,3,74,892,818,2.53,3,5.8,1758,0,0,7.6,0,1,1,0,1964-65,0.917,0.0,91
Glenn Hall*,33, CBH,41,0,19,16,5,99,1287,1188,2.44,4,8.4,2439,0,0,18.73,0,0,0,2,1964-65,0.9229999999999999,0.0,84
Charlie Hodge,31, MTL,53,0,26,16,10,135,1427,1292,2.6,3,9.9,3120,0,0,-4.46,0,0,0,2,1964-65,0.905,0.0,103
Eddie Johnston,29, BOS,47,0,11,32,4,163,1610,1447,3.47,3,4.8,2817,0,0,-15.72,0,0,0,4,1964-65,0.899,0.0,111
Jack Norris,22, BOS,23,0,10,11,2,85,830,745,3.7,1,1.8,1379,0,0,-9.07,0,0,0,0,1964-65,0.898,0.0,112
Marcel Paille,32, NYR,39,0,10,21,7,135,1256,1121,3.58,0,3.5,2260,0,0,-20.1,0,1,1,2,1964-65,0.893,0.0,117
Jacques Plante*,36, NYR,33,0,10,17,5,109,1117,1008,3.38,2,3.6,1938,0,0,-6.82,0,1,1,6,1964-65,0.902,0.0,107
Terry Sawchuk*,35, TOR,36,0,16,13,7,92,1082,990,2.56,1,7.0,2160,0,0,6.98,0,2,2,24,1964-65,0.915,0.0,93
Carl Wetzel,26, DET,2,0,0,1,0,4,18,14,7.46,0,-0.2,32,0,0,0.0,0,0,0,0,1964-65,0.778,0.0,0
Gump Worsley*,35, MTL,19,0,10,7,1,50,546,496,2.78,1,3.1,1080,0,0,-0.05,0,0,0,0,1964-65,0.9079999999999999,0.0,100
Hank Bassen,31, DET,1,0,0,1,0,4,34,30,4.0,0,0.0,60,0,0,0.0,0,0,0,0,1963-64,0.882,0.0,0
Johnny Bower*,39, TOR,51,0,24,15,11,106,1557,1451,2.11,5,11.5,3008,0,0,24.36,0,0,0,4,1963-64,0.932,0.0,81
Roger Crozier,21, DET,15,0,5,6,4,51,509,458,3.4,2,1.5,900,0,0,-8.38,0,0,0,0,1963-64,0.9,0.0,120
Denis DeJordy,25, CBH,6,0,2,3,1,19,204,185,3.35,0,0.6,340,0,0,0.0,0,0,0,0,1963-64,0.907,0.0,0
Harrison Gray,22, DET,1,0,0,1,0,5,31,26,7.5,0,-0.2,40,0,0,0.0,0,0,0,0,1963-64,0.8390000000000001,0.0,0
Glenn Hall*,32, CBH,65,0,34,19,11,148,2110,1962,2.3,7,13.5,3859,0,0,28.66,0,2,2,2,1963-64,0.93,0.0,84
Charlie Hodge,30, MTL,62,0,33,18,11,140,1753,1613,2.26,8,13.3,3720,0,0,6.77,0,0,0,2,1963-64,0.92,0.0,95
Eddie Johnston,28, BOS,70,0,18,40,12,211,2454,2243,3.01,6,9.6,4200,0,0,-5.53,0,0,0,2,1963-64,0.914,0.0,103
Jean-Guy Morissette,26, MTL,1,0,0,1,0,4,17,13,6.6,0,-0.1,36,0,0,0.0,0,0,0,0,1963-64,0.765,0.0,0
Jacques Plante*,35, NYR,65,0,22,36,7,220,2444,2224,3.39,3,6.4,3898,0,0,-15.37,0,1,1,6,1963-64,0.91,0.0,108
Pat Rupp,21, DET,1,0,0,1,0,4,30,26,4.0,0,0.0,60,0,0,0.0,0,0,0,0,1963-64,0.867,0.0,0
Terry Sawchuk*,34, DET,53,0,25,20,7,138,1652,1514,2.64,5,9.2,3139,0,0,0.32,0,0,0,0,1963-64,0.9159999999999999,0.0,100
Don Simmons,32, TOR,21,0,9,10,1,63,595,532,3.18,3,2.4,1189,0,0,-13.18,0,0,0,0,1963-64,0.894,0.0,126
Gilles Villemure,23, NYR,5,0,0,2,3,18,179,161,3.6,0,0.4,300,0,0,0.0,0,0,0,0,1963-64,0.899,0.0,0
Gump Worsley*,34, MTL,8,0,3,2,2,22,202,180,2.98,1,1.0,444,0,0,0.0,0,0,0,0,1963-64,0.8909999999999999,0.0,0
Hank Bassen,30, DET,17,0,6,6,5,52,506,454,3.18,0,2.3,980,0,0,-5.37,0,1,1,14,1962-63,0.897,0.0,112
Johnny Bower*,38, TOR,42,0,20,15,7,109,1239,1130,2.6,1,8.2,2520,0,0,5.17,0,0,0,2,1962-63,0.912,0.0,95
Denis DeJordy,24, CBH,5,0,2,1,2,12,164,152,2.49,0,1.0,290,0,0,0.0,0,0,0,0,1962-63,0.927,0.0,0
Glenn Hall*,31, CBH,66,0,30,20,15,161,1968,1807,2.47,5,13.6,3908,0,0,20.35,0,0,0,0,1962-63,0.9179999999999999,0.0,89
Eddie Johnston,27, BOS,50,0,11,27,10,193,1796,1603,3.98,1,3.1,2910,0,0,-27.5,0,0,0,10,1962-63,0.893,0.0,117
Cesare Maniago,24, MTL,14,0,5,5,4,42,402,360,3.07,0,2.1,820,0,0,-4.96,0,0,0,2,1962-63,0.8959999999999999,0.0,113
Marcel Paille,30, NYR,3,0,0,1,2,10,102,92,3.33,0,0.4,180,0,0,0.0,0,0,0,0,1962-63,0.902,0.0,0
Marcel Pelletier,35, NYR,2,0,0,1,0,3,30,27,4.62,0,0.0,39,0,0,0.0,0,0,0,0,1962-63,0.9,0.0,0
Bob Perreault,32, BOS,22,0,3,12,7,82,765,683,3.83,1,1.7,1286,0,0,-11.51,0,0,0,0,1962-63,0.893,0.0,116
Jacques Plante*,34, MTL,56,0,22,14,19,138,1566,1428,2.49,5,11.4,3320,0,0,6.3,0,1,1,2,1962-63,0.912,0.0,96
Dennis Riggin,26, DET,9,0,5,3,1,22,214,192,2.88,0,1.3,459,0,0,0.0,0,0,0,0,1962-63,0.897,0.0,0
Terry Sawchuk*,33, DET,48,0,21,16,7,117,1328,1211,2.54,3,9.3,2760,0,0,5.37,0,0,0,14,1962-63,0.912,0.0,96
Don Simmons,31, TOR,28,0,15,8,5,69,716,647,2.47,1,5.8,1679,0,0,-3.02,0,0,0,0,1962-63,0.904,0.0,105
Ernie Wakely,22, MTL,1,0,1,0,0,3,29,26,3.0,0,0.2,60,0,0,0.0,0,0,0,0,1962-63,0.897,0.0,0
Gump Worsley*,33, NYR,67,0,22,34,10,217,2523,2306,3.27,2,8.7,3979,0,0,15.49,0,0,0,14,1962-63,0.914,0.0,93
Hank Bassen,29, DET,27,0,9,12,6,75,768,693,2.78,3,5.0,1620,0,0,-2.74,0,0,0,8,1961-62,0.902,0.0,104
Johnny Bower*,37, TOR,59,0,31,18,10,151,1826,1675,2.56,2,12.1,3540,0,0,20.81,0,1,1,4,1961-62,0.917,0.0,88
Ed Chadwick,28, BOS,4,0,0,3,1,22,149,127,5.5,0,-0.3,240,0,0,0.0,0,0,0,0,1961-62,0.852,0.0,0
Gerry Cheevers*,21, TOR,2,0,1,1,0,6,70,64,3.0,0,0.3,120,0,0,0.0,0,0,0,0,1961-62,0.914,0.0,0
Dave Dryden,20, NYR,1,0,0,1,0,3,26,23,4.55,0,0.0,40,0,0,0.0,0,0,0,0,1961-62,0.885,0.0,0
Bruce Gamble,23, BOS,28,0,6,18,4,121,1003,882,4.32,1,1.0,1680,0,0,-26.63,0,0,0,4,1961-62,0.879,0.0,128
Glenn Hall*,30, CBH,70,0,31,26,13,184,2131,1947,2.63,9,13.8,4200,0,0,16.51,0,0,0,12,1961-62,0.914,0.0,92
Don Head,28, BOS,38,0,9,26,3,158,1307,1149,4.16,2,2.0,2280,0,0,-35.02,0,0,0,14,1961-62,0.879,0.0,128
Dan Olesevich,24, NYR,1,0,0,0,1,2,19,17,4.12,0,0.0,29,0,0,0.0,0,0,0,0,1961-62,0.895,0.0,0
Marcel Paille,29, NYR,10,0,4,4,2,28,319,291,2.8,0,1.8,600,0,0,2.02,0,0,0,0,1961-62,0.912,0.0,93
Jacques Plante*,33, MTL,70,0,42,14,14,166,2160,1994,2.37,4,15.6,4200,0,0,37.24,0,0,0,14,1961-62,0.9229999999999999,0.0,82
Terry Sawchuk*,32, DET,43,0,14,21,8,141,1257,1116,3.28,5,5.9,2580,0,0,-22.73,0,0,0,12,1961-62,0.888,0.0,119
Don Simmons,30, TOR,9,0,5,3,1,21,287,266,2.33,1,2.0,540,0,0,6.0,0,0,0,0,1961-62,0.927,0.0,78
Gump Worsley*,32, NYR,60,0,22,27,9,172,1963,1791,2.92,2,10.0,3531,0,0,12.7,0,0,0,12,1961-62,0.912,0.0,93
Hank Bassen,28, DET,35,0,14,12,8,100,944,844,2.93,0,5.7,2046,0,0,-13.06,0,1,1,6,1960-61,0.894,0.0,115
Johnny Bower*,36, TOR,58,0,33,15,10,145,1870,1725,2.5,2,12.1,3480,0,0,27.21,0,0,0,0,1960-61,0.922,0.0,84
Bruce Gamble,22, BOS,52,0,12,33,7,193,1781,1588,3.71,0,4.8,3118,0,0,-28.98,0,0,0,14,1960-61,0.892,0.0,118
Glenn Hall*,29, CBH,70,0,29,24,17,177,2203,2026,2.53,6,14.4,4194,0,0,25.88,0,1,1,0,1960-61,0.92,0.0,87
Charlie Hodge,27, MTL,30,0,18,8,4,74,876,802,2.47,4,6.3,1798,0,0,6.67,0,0,0,0,1960-61,0.9159999999999999,0.0,92
Cesare Maniago,22, TOR,7,0,4,2,1,17,236,219,2.43,0,1.5,419,0,0,0.0,0,0,0,2,1960-61,0.9279999999999999,0.0,0
Jack McCartan,25, NYR,8,0,1,6,1,35,240,205,4.77,1,-0.1,440,0,0,0.0,0,0,0,0,1960-61,0.8540000000000001,0.0,0
Gerry McNamara,26, TOR,5,0,2,2,1,12,147,135,2.42,0,1.1,298,0,0,0.0,0,0,0,2,1960-61,0.9179999999999999,0.0,0
Marcel Paille,28, NYR,4,0,1,2,1,16,153,137,4.0,0,0.3,240,0,0,0.0,0,0,0,0,1960-61,0.895,0.0,0
Jacques Plante*,32, MTL,40,0,23,11,6,112,1168,1056,2.8,2,7.2,2400,0,0,-4.43,0,0,0,2,1960-61,0.904,0.0,104
Terry Sawchuk*,31, DET,37,0,11,17,8,112,1087,975,3.13,2,5.3,2148,0,0,-11.89,0,1,1,8,1960-61,0.897,0.0,112
